"horse_name","percentage"
"Ariadne","0.01171875"
"Miyako","0.0205078125"
"John P. Grier","0.009765625"
"La Chica","0.009765625"
"Mahmoud","0.07421875"
"Blenheim","0.0498046875"
"Blandford","0.025390625"
"Malva","0.021484375"
"Mah Mahal","0.0361328125"
"Mumtaz Mahal","0.0205078125"
"Arbitrator","0.0615234375"
"Peace Chance","0.0302734375"
"Chance Shot","0.0146484375"
"Peace","0.0146484375"
"Mother Goose","0.0302734375"
"Chicle","0.0146484375"
"Flying Witch","0.0146484375"
"Admiral's Voyage","0.015625"
"Crafty Admiral","0.0078125"
"Fighting Fox","0.00390625"
"Sir Gallahad","0.0224609375"
"Teddy","0.01953125"
"Plucky Liege","0.01953125"
"Marguerite","0.0048828125"
"Celt","0.001953125"
"Fairy Ray","0.001953125"
"Admiral's Lady","0.00390625"
"War Admiral","0.005859375"
"Man o'War","0.017578125"
"Brushup","0.0029296875"
"Boola Brook","0.00390625"
"Bull Dog","0.01171875"
"Brookdale","0.001953125"
"Olympia Lou","0.0078125"
"Olympia","0.00390625"
"Heliopolis","0.00390625"
"Drift","0.0068359375"
"Miss Dolphin","0.001953125"
"Stimulus","0.0048828125"
"Tinamou","0.0009765625"
"Louisiana Lou","0.00390625"
"Halcyon","0.001953125"
"Broomstick","0.009765625"
"Prudery","0.0009765625"
"Creole Maid","0.001953125"
"Pharamond","0.0244140625"
"Baton Rouge","0.0048828125"
"Petitioner","0.015625"
"Petition","0.009765625"
"Fair Trial","0.0107421875"
"Fairway","0.0087890625"
"Lady Juror","0.0048828125"
"Son-in-Law","0.0078125"
"Lady Josephine","0.0078125"
"Art Paper","0.0048828125"
"Artist's Proof","0.001953125"
"Clear Evidence","0.0009765625"
"Quire","0.001953125"
"Fairy King","0.0009765625"
"Queen Carbine","0.0009765625"
"Steady Aim","0.0078125"
"Felstead","0.00390625"
"Spion Kop","0.001953125"
"Hammerkop","0.0009765625"
"Felkington","0.001953125"
"Lemberg","0.0009765625"
"Comparison","0.0009765625"
"Quick Arrow","0.00390625"
"Casterari","0.001953125"
"Fiterari","0.0009765625"
"Castleline","0.0009765625"
"Quick Change","0.001953125"
"Hurry On","0.005859375"
"Broderie","0.0009765625"
"Ribot","0.015625"
"Tenerani","0.0078125"
"Bellini","0.00390625"
"Cavaliere d'Arpino","0.001953125"
"Chuette","0.0009765625"
"Bella Minna","0.001953125"
"Bachelor's Double","0.001953125"
"Santa Minna","0.0009765625"
"Tofanella","0.00390625"
"Apelle","0.001953125"
"Sardanapale","0.0029296875"
"Angelina","0.0009765625"
"Try Try Again","0.001953125"
"Cylgad","0.0009765625"
"Perseverance","0.0009765625"
"Romanella","0.0078125"
"El Greco","0.00390625"
"Gay Gamp","0.001953125"
"Gay Crusader","0.001953125"
"Parasol","0.0009765625"
"Barbara Burrini","0.00390625"
"Papyrus","0.00390625"
"Miss Matty","0.001953125"
"Bucolic","0.001953125"
"Buchan","0.0068359375"
"Volcanic","0.0009765625"
"Flower Bowl","0.015625"
"Alibhai","0.0078125"
"Teresina","0.00390625"
"Rock Sand","0.005859375"
"Topiary","0.00390625"
"Blue Tit","0.001953125"
"Wildfowler","0.0009765625"
"Petit Bleu","0.0009765625"
"Flower Bed","0.0078125"
"Beau Pere","0.00390625"
"Dark Ronald","0.0029296875"
"Mother in Law","0.001953125"
"Cinna","0.00390625"
"Baroness La Fleche","0.001953125"
"Boudoir","0.00390625"
"Kampala","0.001953125"
"Clarissimus","0.005859375"
"La Soupe","0.0009765625"
"Buckpasser","0.015625"
"Tom Fool","0.015625"
"Menow","0.01171875"
"Alcibiades","0.0068359375"
"Supremus","0.001953125"
"Regal Roman","0.001953125"
"Gaga","0.0078125"
"Alpoise","0.00390625"
"Equipoise","0.005859375"
"Laughing Queen","0.001953125"
"Busanda","0.0078125"
"Fair Play","0.0146484375"
"Mahubah","0.0078125"
"Sweep","0.0029296875"
"Annette K.","0.0009765625"
"Businesslike","0.00390625"
"Blue Larkspur","0.0205078125"
"Black Servant","0.0087890625"
"Blossom Time","0.0087890625"
"La Troienne","0.001953125"
"Helene de Troie","0.0009765625"
"Nijinsky","0.015625"
"Flaming Page","0.0078125"
"Bull Page","0.00390625"
"Bull Lea","0.01171875"
"Rose Leaves","0.005859375"
"Our Page","0.001953125"
"Occult","0.0009765625"
"Flaring Top","0.00390625"
"Flaming Top","0.001953125"
"Omaha","0.0009765625"
"Firetop","0.0009765625"
"Roseliere","0.015625"
"Misti","0.0078125"
"Medium","0.00390625"
"Meridien","0.001953125"
"Tourbillon","0.0068359375"
"Meriem","0.0009765625"
"Melodie","0.001953125"
"Monarch","0.0009765625"
"Mitidja","0.0009765625"
"Mist","0.00390625"
"Tornado","0.001953125"
"Roseola","0.0009765625"
"La Touche","0.001953125"
"Rienzo","0.0009765625"
"La Rasina","0.0009765625"
"Peace Rose","0.0078125"
"Fastnet Rock","0.00390625"
"Ocean Swell","0.001953125"
"Blue Peter","0.0009765625"
"Jiffy","0.0009765625"
"Stone of Fortune","0.001953125"
"Rosetta","0.0009765625"
"La Paix","0.00390625"
"Seven Seas","0.001953125"
"Anne de Bretagne","0.001953125"
"Our Liz","0.0009765625"
"Blushing Groom","0.015625"
"Red God","0.0078125"
"Nasrullah","0.01171875"
"Mumtaz Begum","0.009765625"
"Spring Run","0.00390625"
"Runaway Bride","0.0078125"
"Wild Risk","0.01171875"
"Rialto","0.0078125"
"La Grelee","0.00390625"
"Wild Violet","0.005859375"
"Wood Violet","0.0029296875"
"Aimee","0.00390625"
"Tudor Minstrel","0.001953125"
"Owen Tudor","0.0009765625"
"Sansonnet","0.0009765625"
"Emali","0.001953125"
"Umidwar","0.0009765625"
"Eclair","0.0048828125"
"Kalkeen","0.015625"
"Sheshoon","0.0078125"
"Precipitation","0.00390625"
"Marcovil","0.001953125"
"Tout Suite","0.001953125"
"Double Life","0.001953125"
"Saint Joan","0.0009765625"
"Noorani","0.00390625"
"Empire Glory","0.001953125"
"Singapore","0.0009765625"
"Skyglory","0.0009765625"
"Gioia","0.0078125"
"Crepello","0.01953125"
"Donatello","0.015625"
"Delleana","0.009765625"
"Crepuscule","0.009765625"
"Mieuxce","0.0048828125"
"Red Sunset","0.0048828125"
"Bara Bibi","0.00390625"
"Bois Roussel","0.005859375"
"Vatout","0.0029296875"
"Masaka","0.001953125"
"Majideh","0.0009765625"
"ハイハット","0.015625"
"Bay Ronald","0.0068359375"
"Galicia","0.005859375"
"St. Frusquin","0.005859375"
"Rosaline","0.005859375"
"St. Simon","0.0146484375"
"Canterbury Pilgrim","0.015625"
"Minoru","0.0078125"
"Gondolette","0.0068359375"
"Madonna","0.0078125"
"Duccia di Buoninsegna","0.00390625"
"Women's Legion","0.00390625"
"Coronach","0.001953125"
"Wet Kiss","0.0009765625"
"Victress","0.001953125"
"Nothing Venture","0.0009765625"
"Sargo","0.0009765625"
"Time Call","0.015625"
"Chanteur","0.0078125"
"Chateau Bouscaut","0.00390625"
"Kircubbin","0.001953125"
"Captivation","0.0009765625"
"Avon Hack","0.0009765625"
"Ramondie","0.001953125"
"Neil Gow","0.001953125"
"La Rille","0.0009765625"
"La Diva","0.00390625"
"Blue Skies","0.001953125"
"Blue Pill","0.001953125"
"La Traviata","0.001953125"
"Alcantara","0.0029296875"
"Tregaron","0.0009765625"
"Aleria","0.0078125"
"Djebel","0.00390625"
"Ksar","0.0068359375"
"Durban","0.001953125"
"Loika","0.001953125"
"Coeur a Coeur","0.0009765625"
"Canidia","0.00390625"
"Pharis","0.001953125"
"Carissima","0.0009765625"
"Callisto","0.001953125"
"Lasarte","0.0009765625"
"Roberto","0.015625"
"Royal Charger","0.01953125"
"Sun Princess","0.009765625"
"Source Sucree","0.01953125"
"Admiral Drake","0.009765625"
"Lavendula","0.009765625"
"Blue Swords","0.017578125"
"Flaming Swords","0.0087890625"
"Galla Colors","0.017578125"
"Rouge et Noir","0.0087890625"
"Bramalea","0.0078125"
"Nashua","0.00390625"
"Segula","0.001953125"
"Johnstown","0.0009765625"
"Sekhmet","0.0009765625"
"Rarelea","0.00390625"
"Bleebok","0.001953125"
"Forteresse","0.0009765625"
"Irule","0.015625"
"Young Emperor","0.0078125"
"Grey Sovereign","0.01171875"
"Kong","0.005859375"
"Baytown","0.0029296875"
"Clang","0.0029296875"
"Young Empress","0.00390625"
"Jennifer","0.001953125"
"Avena","0.0009765625"
"Iaround","0.0078125"
"Round Table","0.00390625"
"Princequillo","0.00390625"
"Prince Rose","0.005859375"
"Cosquilla","0.001953125"
"Knights Daughter","0.001953125"
"Sir Cosmo","0.0009765625"
"Feola","0.0029296875"
"Itsabet","0.00390625"
"Jayjean","0.001953125"
"Rolled Stocking","0.0009765625"
"Genevra M.","0.0009765625"
"Dan Cupid","0.015625"
"Vixenette","0.0078125"
"Lady Reynard","0.00390625"
"Gallant Fox","0.005859375"
"Nerva","0.001953125"
"Zephyretta","0.0009765625"
"Sicalade","0.015625"
"Sicambre","0.0078125"
"Prince Bio","0.0078125"
"Rose Prince","0.001953125"
"Indolence","0.001953125"
"Biologie","0.00390625"
"Bacteriophage","0.001953125"
"Eponge","0.001953125"
"Sif","0.00390625"
"Suavita","0.001953125"
"Shocking","0.0009765625"
"Marmelade","0.0078125"
"Maurepas","0.00390625"
"Aethelstan","0.001953125"
"Dedicace","0.0009765625"
"Broceliande","0.001953125"
"La Farina","0.0048828125"
"Reine Mab","0.0009765625"
"Couleur","0.00390625"
"Biribi","0.00390625"
"La Bidouze","0.001953125"
"Colour Bar","0.001953125"
"Colorado","0.0029296875"
"Lady Disdain","0.0009765625"
"Hasty Road","0.015625"
"Roman","0.0078125"
"Ajax","0.005859375"
"Rondeau","0.0048828125"
"Concertina","0.0068359375"
"Buckup","0.00390625"
"Sunstar","0.0078125"
"Hamoaze","0.0048828125"
"Look Up","0.001953125"
"Ultimus","0.00390625"
"Sweeping Glance","0.0009765625"
"Traffic Court","0.0078125"
"Cicuta","0.001953125"
"Light Brigade","0.001953125"
"Adrienne","0.001953125"
"Traffic","0.00390625"
"Ben Brush","0.001953125"
"Elf","0.001953125"
"Traverse","0.001953125"
"Perverse","0.0009765625"
"Blanche","0.0068359375"
"Charles O'Malley","0.005859375"
"Wild Arum","0.005859375"
"The Tetrarch","0.0107421875"
"Quelle Chance","0.00390625"
"Stefan the Great","0.00390625"
"Memories","0.00390625"
"Lady Hamburg","0.00390625"
"Fly by Night","0.00390625"
"Goofed","0.015625"
"Court Martial","0.0078125"
"Instantaneous","0.00390625"
"Picture","0.001953125"
"Plymstock","0.0009765625"
"Barra","0.0078125"
"Formor","0.00390625"
"Bruleur","0.0029296875"
"Kizil Kourgan","0.001953125"
"Formose","0.001953125"
"Terre Neuve","0.0009765625"
"La Favorite","0.00390625"
"La Pompadour","0.001953125"
"Fly Away","0.0009765625"
"Le Fabuleux","0.015625"
"Satirical","0.001953125"
"Helicon","0.0009765625"
"Grignousse","0.0009765625"
"Pervencheres","0.0009765625"
"Anguar","0.0078125"
"Verso","0.00390625"
"Pinceau","0.001953125"
"Aquarelle","0.0009765625"
"Variete","0.001953125"
"Vaya","0.0009765625"
"La Rochelle","0.00390625"
"Easton","0.001953125"
"Dark Legend","0.0029296875"
"Phaona","0.0009765625"
"Sans Tares","0.001953125"
"Sind","0.0009765625"
"Tara","0.0009765625"
"Biobelle","0.015625"
"Cernobbio","0.0078125"
"Ceruleine","0.00390625"
"Victrix","0.001953125"
"Kantar","0.0009765625"
"Victory","0.0009765625"
"Cerulea","0.001953125"
"Bay Cherry","0.0009765625"
"La Beloli","0.0078125"
"Domenico Ghirlandaio","0.00390625"
"Alibranda","0.00390625"
"Ortello","0.001953125"
"Hollebeck","0.0009765625"
"Nuwara Eliya","0.001953125"
"Craig an Eran","0.0048828125"
"Alista","0.0009765625"
"Sir Ivor","0.015625"
"Sir Gaylord","0.0078125"
"Somethingroyal","0.00390625"
"Imperatrice","0.001953125"
"Caruso","0.0009765625"
"Cinquepace","0.0009765625"
"Attica","0.0078125"
"Mr. Trouble","0.00390625"
"Motto","0.001953125"
"Maxima","0.0009765625"
"Athenia","0.00390625"
"Salaminia","0.001953125"
"Mrs. Peterkin","0.015625"
"Legendra","0.0078125"
"Challenger","0.00390625"
"John o'Gaunt","0.0078125"
"Sword Play","0.001953125"
"Great Sport","0.001953125"
"Flash of Steel","0.0009765625"
"Lady Legend","0.00390625"
"Golden Legend","0.0009765625"
"Sweepless","0.001953125"
"Sweeper","0.0009765625"
"Artless","0.0009765625"
"St. Paddy","0.015625"
"Aureole","0.0078125"
"Angelola","0.00390625"
"Friar Marcus","0.0009765625"
"Aloe","0.0009765625"
"Edie Kelly","0.0078125"
"Prince Chimay","0.0009765625"
"Vasthi","0.0009765625"
"Caerlissa","0.00390625"
"Caerleon","0.001953125"
"Canyon","0.001953125"
"Nagaika","0.015625"
"Goyama","0.0078125"
"Goya","0.00390625"
"Zariba","0.001953125"
"St. Lucre","0.0009765625"
"Devineress","0.00390625"
"Finglas","0.001953125"
"Fair Simone","0.0009765625"
"Devachon","0.001953125"
"Argosy","0.0009765625"
"Thought Reader","0.0009765625"
"Naim","0.0078125"
"Amfortas","0.00390625"
"Persephone","0.001953125"
"Persistent","0.0009765625"
"Nacelle","0.00390625"
"Cerfeuil","0.001953125"
"Nimbus","0.0009765625"
"Cromarty","0.0009765625"
"Neomenie","0.001953125"
"Cadet Roussel","0.0009765625"
"Naiade","0.0009765625"
"Radium","0.001953125"
"Quintessence","0.0009765625"
"Bridge of Earn","0.0009765625"
"Dutch Mary","0.0009765625"
"Massine","0.001953125"
"Consols","0.0009765625"
"Mauri","0.0009765625"
"L'Olivete","0.001953125"
"Opott","0.0009765625"
"Jonicole","0.0009765625"
"Solario","0.0068359375"
"Sun Worship","0.0029296875"
"Dulce","0.001953125"
"Asterus","0.0009765625"
"Dorina","0.0048828125"
"Queensberry","0.015625"
"Achtoi","0.0009765625"
"Princess Herodias","0.0009765625"
"Hainault","0.001953125"
"Vibration","0.0009765625"
"Blackberry","0.0078125"
"Fun Fair","0.00390625"
"Humoresque","0.001953125"
"Walter Gay","0.0009765625"
"Bar Sinister","0.0009765625"
"Mulberry","0.00390625"
"Mid-day Sun","0.001953125"
"Bridge of Allan","0.0009765625"
"Alabama","0.001953125"
"Schiavoni","0.0009765625"
"Georgia","0.0009765625"
"Sundridge","0.0048828125"
"Doctrine","0.0009765625"
"Doris","0.001953125"
"Maid of the Mist","0.00390625"
"Cyllene","0.005859375"
"Sceptre","0.0009765625"
"Carbine","0.0048828125"
"Maid of the Mint","0.0048828125"
"Comic Song","0.001953125"
"Sweet Lavender","0.00390625"
"Marchetta","0.001953125"
"Marco","0.0009765625"
"Hettie Sorrel","0.0009765625"
"Black Toney","0.00390625"
"Peter Pan","0.00390625"
"Belgravia","0.001953125"
"Padula","0.00390625"
"Laveno","0.001953125"
"Padua","0.001953125"
"North Star","0.00390625"
"Angelic","0.001953125"
"Vaila","0.00390625"
"Fariman","0.001953125"
"Padilla","0.001953125"
"Hastings","0.0029296875"
"Fairy Gold","0.0029296875"
"Merry Token","0.001953125"
"Exalted","0.00390625"
"High Time","0.001953125"
"Noonday","0.0009765625"
"Lady Comfey","0.001953125"
"Roi Herode","0.00390625"
"Snoot","0.0009765625"
"Flying Fox","0.0009765625"
"Amie","0.0009765625"
"Doremi","0.0009765625"
"St. Germans","0.00390625"
"Torpoint","0.001953125"
"Baton","0.001953125"
"Batanoea","0.0009765625"
"Bona Vista","0.0009765625"
"Arcadia","0.0009765625"
"Maid Marian","0.0029296875"
"Hampton","0.001953125"
"Quiver","0.0009765625"
"Sainfoin","0.00390625"
"Springfield","0.0009765625"
"Sanda","0.0009765625"
"Cheery","0.0029296875"
"Sunrise","0.0009765625"
"Galopin","0.0029296875"
"St. Angela","0.001953125"
"Tristan","0.0029296875"
"Pilgrimage","0.0029296875"
"Mother Siegel","0.001953125"
"Loved One","0.001953125"
"Dongola","0.001953125"
"Banish Fear","0.015625"
"Herodiade","0.0078125"
"Over There","0.00390625"
"Summer Girl","0.001953125"
"Permission","0.0009765625"
"Herodias","0.00390625"
"Vahren","0.001953125"
"Honora","0.001953125"
"Gallinule","0.001953125"
"Word of Honour","0.0009765625"
"White Eagle","0.0009765625"
"Black Cherry","0.0009765625"
"Desmond","0.005859375"
"Goody Two-Shoes","0.0009765625"
"Robert le Diable","0.001953125"
"Marliacea","0.0009765625"
"Americus Girl","0.0009765625"
"Ethelbert","0.0009765625"
"Qu'elle est Belle","0.0009765625"
"Perfect Peach","0.0009765625"
"Wallflower","0.0009765625"
"Hamburg","0.0009765625"
"Lady Frivoles","0.0009765625"
"Dazzling","0.0009765625"
"Palestinian","0.015625"
"Sun Again","0.0078125"
"Sun Teddy","0.00390625"
"Sunmelia","0.001953125"
"Sun Briar","0.0009765625"
"Bromelia","0.0009765625"
"Hug Again","0.00390625"
"Hurakan","0.001953125"
"Affection","0.001953125"
"Isidor","0.0009765625"
"One I Love","0.0009765625"
"Dolly Whisk","0.0078125"
"Whiskaway","0.00390625"
"Whisk Broom","0.0029296875"
"Audience","0.0009765625"
"Inaugural","0.001953125"
"Voter","0.001953125"
"Court Dress","0.0009765625"
"Dolly Seth","0.00390625"
"Seth","0.001953125"
"Adam","0.0009765625"
"Purity","0.0009765625"
"Royal Dolly","0.001953125"
"Right Royal","0.0009765625"
"Pretty Dolly","0.0009765625"
"Mahmoudess","0.015625"
"Forever Yours","0.0078125"
"Toro","0.00390625"
"The Porter","0.001953125"
"Ballet Girl","0.0009765625"
"Brocatelle","0.001953125"
"Pietra","0.0009765625"
"Winsome Way","0.00390625"
"Tetratema","0.001953125"
"Scotch Gift","0.0009765625"
"Last Ray","0.001953125"
"Addenda","0.0009765625"
"Stymie","0.015625"
"Equestrian","0.0078125"
"Pennant","0.001953125"
"Royal Rose","0.0009765625"
"Swinging","0.001953125"
"Balancoire","0.0009765625"
"Frilette","0.00390625"
"Frillery","0.001953125"
"Petticoat","0.0009765625"
"Stop Watch","0.0078125"
"On Watch","0.00390625"
"Colin","0.001953125"
"Commando","0.0009765625"
"Pastorella","0.0009765625"
"Rubia Granda","0.001953125"
"Greenman","0.0009765625"
"The Great Ruby","0.0009765625"
"Sunset Gun","0.00390625"
"Eventide","0.001953125"
"Uncle","0.0009765625"
"Noontide","0.0009765625"
"Pretty Jo","0.015625"
"Ballot","0.001953125"
"Cerito","0.0009765625"
"Colonial","0.001953125"
"Trenton","0.001953125"
"Thankful Blossom","0.0009765625"
"Fib","0.0078125"
"Westy Hogan","0.00390625"
"Dick Finnell","0.001953125"
"King Eric","0.0009765625"
"Tea's Over","0.0009765625"
"Carrie Jones","0.001953125"
"Requital","0.0009765625"
"Intermission","0.0009765625"
"Hyperbole","0.00390625"
"Jack Atkin","0.001953125"
"Sain","0.0009765625"
"El Salado","0.0009765625"
"Land League","0.001953125"
"Combine","0.0009765625"
"Gulf Stream","0.015625"
"Tide-way","0.0078125"
"Santa Cruz","0.001953125"
"Santa Brigida","0.0009765625"
"Mignon","0.015625"
"Fox Cub","0.0078125"
"Foxhunter","0.00390625"
"Foxlaw","0.001953125"
"Alope","0.0009765625"
"Trimestral","0.001953125"
"William the Third","0.0009765625"
"Mistrella","0.0009765625"
"Sans Souci","0.0009765625"
"Malatesta","0.0009765625"
"Dora Agnes","0.001953125"
"D'Amour","0.0009765625"
"Mi Condesa","0.0078125"
"Barranquero","0.00390625"
"Verdun","0.001953125"
"Vellena","0.0009765625"
"Barandilla","0.001953125"
"Boudra","0.0009765625"
"Pethy","0.00390625"
"Tiny","0.001953125"
"Jardy","0.0009765625"
"La Nenita","0.0009765625"
"La Pinguina","0.001953125"
"Calepino","0.0009765625"
"Cherette","0.0009765625"
"Hillary","0.015625"
"Khaled","0.0078125"
"Ethnarch","0.001953125"
"Karenza","0.0009765625"
"Black Ray","0.0029296875"
"Black Jester","0.0009765625"
"Lady Brilliant","0.0009765625"
"Snow Bunny","0.0078125"
"Boswell","0.00390625"
"Bosworth","0.001953125"
"Flying Gal","0.001953125"
"Filante","0.0009765625"
"La Rose","0.00390625"
"Jacopo","0.001953125"
"Sansovino","0.0009765625"
"La Rambla","0.001953125"
"La Rablee","0.0009765625"
"Dowager","0.015625"
"Free France","0.0078125"
"La France","0.00390625"
"Flambette","0.00390625"
"Durbar","0.001953125"
"La Flambee","0.001953125"
"Marcellina","0.0078125"
"Figaro","0.00390625"
"Tillywhim","0.001953125"
"Lily Rose","0.0009765625"
"Belle Mere","0.00390625"
"Love Wisely","0.0009765625"
"Eryholme","0.0009765625"
"Simona","0.0009765625"
"The Sailor Prince","0.0009765625"
"Saluda","0.0009765625"
"Right-away","0.0029296875"
"Sister Lumley","0.0029296875"
"Pretty Polly","0.0029296875"
"Prince Palatine","0.0009765625"
"Hour Glass","0.0009765625"
"Pasquita","0.0009765625"
"Pompey","0.0009765625"
"Black Maria","0.0009765625"
"Wonder","0.0009765625"
"La Grisette","0.0009765625"
"Chop Chop","0.015625"
"Flares","0.0078125"
"Flambino","0.00390625"
"Wrack","0.001953125"
"Samphire","0.0009765625"
"Sceptical","0.0078125"
"Clodagh","0.00390625"
"Tredennis","0.001953125"
"Kendal","0.0009765625"
"St. Marguerite","0.0009765625"
"Clare","0.001953125"
"Sheila","0.0009765625"
"Victoriana","0.015625"
"Windfields","0.0078125"
"Bunty Lawless","0.00390625"
"Ladder","0.001953125"
"Ladkin","0.0009765625"
"Panoply","0.0009765625"
"Mintwina","0.001953125"
"Mint Briar","0.0009765625"
"Edwina","0.0009765625"
"Nandi","0.00390625"
"Golden Feast","0.001953125"
"Golden Sun","0.0009765625"
"Mi-Careme","0.0009765625"
"Iribelle","0.0078125"
"Osiris","0.00390625"
"Most Beautiful","0.001953125"
"Rayon","0.0009765625"
"Belmona","0.00390625"
"King James","0.001953125"
"Plaudit","0.0009765625"
"Unsightly","0.0009765625"
"Belmon","0.001953125"
"Superman","0.0009765625"
"Bellamia","0.0009765625"
"Black Duchess","0.0009765625"
"Isoletta","0.0009765625"
"Isabel","0.0009765625"
"Rosalys","0.0009765625"
"Roquebrune","0.0009765625"
"Orme","0.0009765625"
"Plaisanterie","0.0009765625"
"Wisdom","0.0009765625"
"Vanish","0.0009765625"
"St. Honorat","0.0009765625"
"Lady Lumley","0.0009765625"
"Isinglass","0.0009765625"
"La Fleche","0.0009765625"
"L'Abbesse de Jouarre","0.0009765625"
"Admiration","0.0009765625"
